tenure,MonthlyCharges,class
-1.2774445836787658,-1.1603229160349193,0
0.06632741908223602,-0.25962894194488056,0
-1.2367242199587354,-0.36266035595518026,1
0.51425142000257,-0.7465354629935548,0
-1.2367242199587354,0.1973652331008033,1
-0.9924020376385532,1.1595456961969886,1
-0.42231694555812826,0.8089065291619364,0
-0.9109613101984925,-1.1636465100352518,0
-0.1779947632379461,1.330710787214099,1
1.2064976032430859,-0.2862176939475387,0
-0.7888002190384015,-0.4922805219681378,0
-0.6666391278783104,-1.5225946620711341,0
1.0436161483629647,1.182810854199314,0
0.6771328748826914,1.2941512532104444,1
-0.3001558543980372,1.3539759452164248,0
1.4915401492832985,1.611554480242174,0
0.7992939660427824,-1.4660935640654862,0
1.572980876723359,1.393859073220412,0
-0.9109613101984925,-0.3177918369506949,1
-0.4630373092781586,0.8404806721650928,0
-1.2774445836787658,-0.8346107040023593,1
-0.8295205827584318,-1.4943441130683104,0
-1.2774445836787658,-1.4827115340671475,1
1.0436161483629647,-0.16158291893507945,0
0.6771328748826914,-0.17155370093607608,0
-0.09655403579788539,-0.3144682429503628,0
0.5956921474426307,1.1495749141959914,1
-1.2774445836787658,-1.1486903370337564,1
1.6137012404433895,0.8471278601657575,0
-0.6259187641582801,-0.002050406919131469,1
1.572980876723359,1.0498670941860242,0
-1.2367242199587354,1.0216165451832002,0
-0.21871512695797646,0.0461417060856862,0
-1.2774445836787658,-1.481049737066981,0
-1.2774445836787658,-0.6484894399837534,0
1.6137012404433895,1.1678546811978192,0
-1.1145631287986444,0.16412929309748084,1
0.5549717837226003,0.3336325871144252,0
0.06632741908223602,1.3822264942192488,1
-0.8702409464784622,1.099721004191008,1
-0.9109613101984925,-0.505574897969467,0
1.5322605130033287,0.1475113230958196,0
-0.6259187641582801,-1.462769970065154,0
1.2472179669631163,0.5014740841312036,0
-0.7888002190384015,0.38016290311907686,0
0.6771328748826914,0.6560212051466533,0
-1.2367242199587354,-0.5155456799704635,0
-1.2367242199587354,0.528062836133862,1
0.7992939660427824,0.4981504901308715,0
1.4915401492832985,-0.020330173920958733,0
0.4328106925625092,0.8471278601657575,0
-0.7073594915983408,1.141265929195161,1
-0.3001558543980372,0.15748210509681626,0
-0.9924020376385532,0.528062836133862,1
1.1250568758030253,0.3352943841145912,0
-0.5851984004382497,1.0199547481830342,1
1.2472179669631163,1.1595456961969886,0
1.3693790581232073,1.4520219682262263,0
0.06632741908223602,-1.3231790220511994,0
1.6137012404433895,1.42044782522307,0
0.5956921474426307,1.1877962451998125,0
1.1250568758030253,0.8354952811645947,0
1.6137012404433895,-0.7531826509942191,0
-0.5851984004382497,-0.344380588953353,0
-0.9516816739185229,0.9850570111795458,1
-1.196003856238705,0.35025055711608644,0
0.5956921474426307,0.4698999411280476,0
-0.05583367207785505,0.4798707231290442,0
0.7178532386027217,-1.4827115340671475,0
-0.9109613101984925,0.5014740841312036,0
-1.2774445836787658,-0.5221928679711282,0
0.7992939660427824,-1.4744025490663168,0
1.2879383306831467,1.5567151792366918,0
1.2064976032430859,-1.3464441800535252,0
-1.196003856238705,-0.008697594919796056,0
0.9621754209229038,1.5201556452330371,0
0.5549717837226003,-0.3028356639491999,0
-0.9924020376385532,-0.3360716039525224,0
-0.09655403579788539,0.3319707901142592,0
0.51425142000257,-1.2916048790480432,0
-1.2774445836787658,0.4848561141295423,1
-0.8702409464784622,-0.4723389579661445,0
-1.0331224013585836,0.3452651661155884,1
0.39209032884247885,1.2974748472107767,0
0.6771328748826914,-1.4827115340671475,0
-0.9516816739185229,1.1479131171958254,0
0.10704778280226637,-0.08680205392760389,0
0.636412511162661,-1.4660935640654862,0
0.5549717837226003,-1.4893587220678117,0
-0.13727439951791576,-1.0307027500219619,0
-0.09655403579788539,0.5745931521385131,0
-1.2774445836787658,0.3303089931140932,0
1.3693790581232073,0.639403235144992,0
1.328658694403177,1.5384354122348645,0
1.6137012404433895,1.2010906212011416,0
-0.8295205827584318,0.4715617381282136,1
1.572980876723359,0.06940686408801156,0
-1.1145631287986444,-1.4527991880641573,1
0.7992939660427824,-1.4544609850643233,0
-0.3001558543980372,1.1213243651931677,1
-1.2774445836787658,-1.481049737066981,0
-1.2774445836787658,-1.505976692069473,0
0.22920887396235742,1.0049985751815391,0
1.3693790581232073,-0.6385186579827568,0
1.450819785563268,1.503537675231376,1
-1.1145631287986444,-1.3447823830533592,0
1.6137012404433895,1.3091074262119398,0
-0.01511330835782469,-1.150352134033923,0
0.4328106925625092,0.9833952141793794,0
1.6137012404433895,-1.5076384890696393,0
0.9214550572028735,1.0631614701873533,1
0.7992939660427824,-0.22639300194155812,0
